word,upos
karnataka,PROPN
kannada,PROPN
ಕರ್ನಾಟಕ,X
kwadratnym,ADJ
kwadratny,ADJ
kilometru,NOUN
statna,ADJ
bengaluru,PROPN
bangalore,PROPN
indiskich,ADJ
centrow,NOUN
center,X
informaciskeje,ADJ
drawidsku,ADJ
jeničku,ADJ
zarjadnisku,ADJ
urdu,PROPN
telugu,PROPN
sargonom,PROPN
nowa,ADJ
započa,VERB
předaziske,ADJ
předaziski,ADJ
zjednoćejo,VERB
zjednoćeć,VERB
swojemu,DET
mócnarskemu,ADJ
wobwodej,NOUN
wobwod,NOUN
słušeše,VERB
dźele,ADP
irana,PROPN
małeje,ADJ
azije,PROPN
kotrehož,DET
njebuchu,AUX
knježerstwowe,ADJ
knježerstwowy,ADJ
akkadska,ADJ
akkadski,ADJ
wutłóči,VERB
wutłóčić,VERB
rěčanu,ADJ
sakralnu,ADJ
sakralny,ADJ
ceremonialnu,ADJ
ceremonialny,ADJ
literarnu,ADJ
rěc,NOUN
sargona,PROPN
hospodarskim,ADJ
kulturelnymi,ADJ
zwiskam,NOUN
zwisk,NOUN
podćisnjenymi,ADJ
podćisnjeny,ADJ
ludami,NOUN
susodami,NOUN
susod,NOUN
persiskemu,ADJ
golfej,NOUN
daše,VERB
florěrowace,ADJ
florěrowacy,ADJ
mórske,ADJ
šwed,PROPN
carl,PROPN
scheele,PROPN
jendźelčan,PROPN
joseph,PROPN
priestley,PROPN
wotkryłoj,VERB
wotkryć,VERB
francoz,PROPN
lavoisier,PROPN
oxygen,NOUN
mjenował,VERB
oxys,X
kisilina,NOUN
gignomai,X
činju,VERB
apofonija,NOUN
rozdźělnymi,ADJ
morfami,NOUN
morf,NOUN
morphem,NOUN
reprezentować,VERB
jacoba,PROPN
jacob,PROPN
grimma,PROPN
grimm,PROPN
rěčewědy,NOUN
rěčewěda,NOUN
poznamjenjenje,NOUN
prawidłowneje,ADJ
prawidłowny,ADJ
změny,NOUN
zdónkowym,ADJ
zdónkowy,ADJ
wokalu,NOUN
fleksiji,NOUN
fleksija,NOUN
germanskich,ADJ
germanski,ADJ
zašo,ADV
wobrysowane,ADJ
wobrysowany,ADJ
fachowe,ADJ
najskerje,ADV
protoindoeuropsku,ADJ
protoindoeuropski,ADJ
prarěč,NOUN
wuskutki,NOUN
wuskutk,NOUN
indoeuropskich,ADJ
susodnymi,ADJ
krajemi,NOUN
poćahi,NOUN
dalokowikowanja,NOUN
dalokowikowanje,NOUN
sahachu,VERB
sahać,VERB
baltiskeho,ADJ
baltiski,ADJ
indusowej,ADJ
indusowy,ADJ
delće,NOUN
delta,NOUN
twory,NOUN
twora,NOUN
přinjesechu,VERB
lódź,NOUN
karawanu,NOUN
karawana,NOUN
karawany,NOUN
wosołami,NOUN
wosoł,NOUN
transportowachu,VERB
transportować,VERB
wjelbłudy,NOUN
wjelbłud,NOUN
njesechu,VERB
snadnej,ADJ
měrje,NOUN
měra,NOUN
konje,NOUN
kóń,NOUN
wozy,NOUN
wóz,NOUN
dróhi,NOUN
dróha,NOUN
nowoassyriskeho,ADJ
nowoassyriski,ADJ
wšědneje,ADJ
fyzikalnych,ADJ
fyzikalny,ADJ
chemiskich,ADJ
kajkosćach,NOUN
wyši,ADJ
husćiša,ADJ
bazy,NOUN
baza,NOUN
masoweje,ADJ
masowy,ADJ
diferency,NOUN
diferenca,NOUN
protiumom,NOUN
deuteriumom,NOUN
tritiumom,NOUN
matej,VERB
dwójnu,ADJ
trójnu,ADJ
trójny,ADJ
masu,NOUN
kinetiski,ADJ
izotopowy,ADJ
efekt,NOUN
akutny,ADJ
narunanja,NOUN
narunanje,NOUN
substancach,NOUN
runowahowe,ADJ
runowahowy,ADJ
reakcije,NOUN
reakcija,NOUN
změnja,VERB
ćěłoškódnym,NOUN
ćěłoškódny,NOUN
sćěham,NOUN
čłowjekowym,ADJ
ćěle,NOUN
ćěło,NOUN
wodźić,VERB
brjohu,NOUN
machačkala,PROPN
dagestana,PROPN
dagestan,PROPN
baku,PROPN
azerbajdźana,PROPN
azerbajdźan,PROPN
zwisku,NOUN
wustajeńcu,NOUN
wustajeńca,NOUN
moderni,ADJ
widy,NOUN
romow,PROPN
rom,PROPN
cyganow,PROPN
cygan,PROPN
muzeju,NOUN
muzej,NOUN
wusměrić,VERB
teksće,NOUN
opcijami,NOUN
opcija,NOUN
left,X
right,X
none,X
rezultat,NOUN
wužiwaneho,ADJ
wužiwany,ADJ
syćoweho,ADJ
wobhladowaka,NOUN
kaspiske,ADJ
azerbajdžansce,ADV
xəzər,X
dənizi,X
persce,ADV
دریای,X
خزر,X
rusce,ADV
каспийское,X
море,X
kazachsce,ADV
каспий,X
теңізі,X
turkmensce,ADV
hazar,X
deňzi,X
kwadratnych,ADJ
wobjim,NOUN
kubikowych,ADJ
kubikowy,ADJ
njeparujomny,ADJ
dychanje,NOUN
žiwochi,NOUN
njetrjebaja,VERB
jednobańkowcach,NOUN
jednobańkowc,NOUN
póndźelu,NOUN
přiliča,VERB
přiličeć,VERB
dny,NOUN
póndźele,NOUN
prěnjemu,ADJ
prěnjemy,ADJ
protykowemu,ADJ
protykowy,ADJ
tydźenju,NOUN
słaby,ADJ
loben,X
njeměnja,VERB
lobte,X
gelobt,X
smažnika,NOUN
smažnik,NOUN
rosario,PROPN
argentinska,PROPN
higuera,PROPN
profesionalny,ADJ
marxistiski,ADJ
rewolucionar,NOUN
guerillowy,ADJ
argentinskeje,PROPN
zelene,ADJ
zeleny,ADJ
algi,NOUN
jednobańkowcy,NOUN
płodźa,VERB
płodźić,VERB
rozpačenje,NOUN
potrjebuja,VERB
potrjebować,VERB
swětło,NOUN
fotosynteza,NOUN
genusaj,NOUN
genus,NOUN
numerusaj,NOUN
numerus,NOUN
wuwzaćom,NOUN
pronomenow,NOUN
pronomen,NOUN
rozsudny,ADJ
běštej,AUX
koleso,NOUN
hornčerska,ADJ
pózdnja,ADJ
pózdni,ADJ
monokotyledonow,NOUN
monokotyledon,NOUN
eudikotyledonow,NOUN
eudikotyledon,NOUN
bazalnje,ADV
stejace,ADJ
stejacy,ADJ
porjady,NOUN
přiwuznosć,NOUN
kladogram,NOUN
wujasnjuje,VERB
wujasnjować,VERB
recentne,ADJ
recentny,ADJ
njewotemrěne,ADJ
wotemrěny,ADJ
sobu,PRON
morfologiskich,ADJ
molekularbiologiskich,ADJ
molekularbiologiski,ADJ
studijach,NOUN
monofyletisce,ADJ
monofyletiscy,ADJ
jatrowe,ADJ
jatrowy,ADJ
mochi,NOUN
moch,NOUN
lisćowe,ADJ
lisćowy,ADJ
rohowe,ADJ
rohowy,ADJ
žiłkowe,ADJ
žiłkowy,ADJ
skupinow,NOUN
doskónčnje,ADV
wujasnjena,ADJ
wujasnjeny,ADJ
zańdźenosći,NOUN
zańdźenosć,NOUN
namjety,NOUN
tola,CCONJ
prawdźepodobne,ADJ
přiwuznistwa,NOUN
přiwuznistwo,NOUN
wotrysach,NOUN
wotrys,NOUN
serbja,PROPN
słyšachu,VERB
słyšać,VERB
połobskosłowjanskim,ADJ
połobskosłowjanski,ADJ
kmjenam,NOUN
sem,ADV
wódru,PROPN
wódra,PROPN
łobjom,PROPN
łobjo,PROPN
solawu,PROPN
solawa,PROPN
zasydlichu,VERB
zasydlić,VERB
hačrunjež,SCONJ
wyšnosći,NOUN
wyšnosć,NOUN
podćisnjeni,ADJ
etnisku,ADJ
přitomnosće,NOUN
zažnym,ADJ
wotući,VERB
wotućić,VERB
wliwom,NOUN
rozswětlerstwa,NOUN
rozswětlerstwo,NOUN
romantiki,NOUN
romantika,NOUN
narodneho,ADJ
narodny,ADJ
wozrodźenja,NOUN
wozrodźenje,NOUN
ludow,NOUN
narodne,ADJ
wědomje,NOUN
łužiskich,ADJ
łužiski,ADJ
wodrjewjane,ADJ
wodrjewjany,ADJ
eteriske,ADJ
eteriski,ADJ
wolije,NOUN
fenylpropanoidy,NOUN
fenylpropanoid,NOUN
terpeny,NOUN
terpen,NOUN
kulowatych,ADJ
kulowaty,ADJ
idioblastach,NOUN
idioblast,NOUN
jednore,ADJ
pódlanske,ADJ
łopješko,NOUN
rozdźělnych,ADJ
formach,NOUN
přirjadowanje,NOUN
kćenjowych,ADJ
kćenjowy,ADJ
organow,NOUN
šrubikojte,ADJ
šrubikojty,ADJ
třiličbnych,ADJ
třiličbny,ADJ
kružkach,NOUN
kružk,NOUN
próšk,NOUN
monosulkatny,ADJ
płodowe,ADJ
płodowy,ADJ
łopješka,NOUN
zrosćene,ADJ
zrosćeny,ADJ
časte,ADJ
rostlinske,ADJ
bencylisochinolinalkaloidy,NOUN
bencylisochinolinalkaloid,NOUN
neolignany,NOUN
neolignan,NOUN
zestajenkowe,ADJ
zestajenkowy,ADJ
kapki,NOUN
kapka,NOUN
stabilne,ADJ
sylneje,ADJ
kapana,ADJ
kapany,ADJ
njerozpušćomny,ADJ
rozpušćomny,ADJ
škleńcu,NOUN
škleńca,NOUN
kapkow,NOUN
zwjazuje,VERB
zwjazować,VERB
rostlinowu,ADJ
transpiraciju,NOUN
transpiracija,NOUN
wužiwane,ADJ
awstro,ADJ
aziske,ADJ
aziski,ADJ
santali,PROPN
tibeto,ADJ
tibetski,ADJ
burmaske,ADJ
burmaski,ADJ
manipuri,PROPN
njewěm,VERB
wědźeć,VERB
separatnu,ADJ
separatny,ADJ
jan,NOUN
cet,PROPN
germanšćinje,NOUN
germanšćina,NOUN
krutym,ADJ
prawidle,NOUN
ablawtuje,VERB
ablawtować,VERB
prěnjotna,ADJ
prěnjotny,ADJ
sćěhowace,ADJ
němčinje,NOUN
grupow,NOUN
grupa,NOUN
wobchowane,ADJ
wobchowany,ADJ
werby,NOUN
ablawtowu,ADJ
grupu,NOUN
rěčnych,ADJ
słabe,ADJ
backen,X
słabje,ADV
skłonjuje,VERB
skłonjować,VERB
backte,X
gebackt,X
particip,NOUN
buk,X
gebacken,X
jewjetej,VERB
tołsty,ADJ
mjasny,ADJ
wioletny,ADJ
oranžočerwjeny,ADJ
špindlojty,ADJ
boblojty,ADJ
karotin,NOUN
cona,NOUN
jasniši,ADJ
jasny,ADJ
zwonkowny,ADJ
slepo,PROPN
wuchodnosakska,ADJ
wuchodnosakski,ADJ
wjes,NOUN
gmejny,NOUN
gmejna,NOUN
zarjadniskeho,ADJ
zjednoćenstwa,NOUN
zjednoćenstwo,NOUN
wokrjesu,NOUN
wokrjes,NOUN
zhorjelc,PROPN
srjedź,ADP
1990ych,ADJ
1990y,ADJ
słušatej,VERB
wjesce,NOUN
wjeska,NOUN
rowno,PROPN
mułkecy,PROPN
gmejnje,NOUN
wobsydlenje,NOUN
obejdskej,ADJ
obejdski,ADJ
wobsydlachu,VERB
wobsydleć,VERB
persiskim,ADJ
golfom,NOUN
ratarstwo,NOUN
wunamakana,ADJ
wunamakany,ADJ
cyhelow,NOUN
cyhel,NOUN
nastate,ADJ
urukoweje,ADJ
urukowy,ADJ
spočatki,NOUN
piktogramow,NOUN
piktogram,NOUN
sumeriskemu,ADJ
klinowemu,ADJ
pismu,NOUN
wuwiwaše,VERB
nowych,ADJ
fylogenetiskich,ADJ
fylogenetiski,ADJ
spóznaćach,NOUN
spóznaće,NOUN
dwanaće,NUM
podswójbow,NOUN
podswójba,NOUN
zawjedowane,ADJ
zawjedowany,ADJ
zapřijeća,NOUN
přeměniła,VERB
přeměnić,VERB
wužiwanej,ADJ
adl,PROPN
twjerdźowymi,ADJ
embryophyta,X
runinu,NOUN
sadźa,VERB
sadźeć,VERB
rostlinam,NOUN
liča,VERB
žiłowe,ADJ
žiłowy,ADJ
aziji,PROPN
brjoha,NOUN
azerbajdźanom,PROPN
ruskej,ADJ
ruski,ADJ
federaciju,NOUN
kazachstanom,PROPN
kazachstan,PROPN
turkmenistanom,PROPN
turkmenistan,PROPN
ležeše,VERB
tigrisu,PROPN
knjejstwom,NOUN
herrschaft,X
nomadźa,NOUN
nomad,NOUN
hromadu,ADV
korjenjow,NOUN
hribami,NOUN
bakterijemi,NOUN
bakterija,NOUN
mikroorganizmami,NOUN
mikroorganizm,NOUN
komunikować,VERB
komunikaciske,ADJ
komunikaciski,ADJ
procesy,NOUN
zawěsćuja,VERB
zawěsćować,VERB
zum,X
einen,X
přihódnych,ADJ
přihódny,ADJ
wutkow,NOUN
wutk,NOUN
krótkodobnu,ADJ
krótkodobny,ADJ
srjedźnodobnu,ADJ
srjedźnodobny,ADJ
dołhodobnu,ADJ
koordinaciju,NOUN
koordinacija,NOUN
organizaciju,NOUN
rosćenskich,ADJ
rosćenski,ADJ
wuwiwanskich,ADJ
procesow,NOUN
detailowych,ADJ
krokach,NOUN
krok,NOUN
rybow,NOUN
přiběrace,ADJ
spěchowaštej,VERB
spěchować,VERB
wuwiwanje,NOUN
spočatku,NOUN
słužeše,VERB
knihiwjedstwu,NOUN
knihiwjedstwo,NOUN
najwažniše,ADJ
knježićelow,NOUN
gilgameš,PROPN
rjeku,NOUN
rjek,NOUN
najstarši,ADJ
čłowjestwa,NOUN
čłowjestwo,NOUN
móžnosćach,NOUN
babyloniska,PROPN
sumer,PROPN
pěstowachu,VERB
pěstować,VERB
dalokosahace,ADJ
dalokosahacy,ADJ
susodnym,ADJ
krajam,NOUN
prowincy,NOUN
prowinca,NOUN
mezopotamiskich,ADJ
mezopotamiski,ADJ
jadrowych,ADJ
jadrowy,ADJ
krajow,NOUN
deklarowane,ADJ
deklarowany,ADJ
starowěka,NOUN
starowěk,NOUN
njesłušeja,VERB
definowanym,ADJ
geografiskim,ADJ
kónčinam,NOUN
armenska,PROPN
urartu,PROPN
mittani,PROPN
mediska,PROPN
elam,PROPN
zažne,ADJ
prjedy,ADV
stareje,ADJ
tworješe,VERB
mnichow,PROPN
münchen,PROPN
bayerskeje,PROPN
bayerska,PROPN
ekonomiske,ADJ
ekonomiski,ADJ
južneje,ADJ
wobydlerjach,NOUN
třeće,ADJ
dwanate,ADJ
dwanaty,ADJ
europskeje,ADJ
unije,NOUN
unija,NOUN
běža,VERB
běžeć,VERB
isar,PROPN
rosa,PROPN
luxemburg,PROPN
rozalia,PROPN
luksenburg,PROPN
zamośće,PROPN
pólska,PROPN
wuznamna,ADJ
zastupjerka,NOUN
dźěłaćerskeho,ADJ
dźěłaćerski,ADJ
hibanja,NOUN
hibanje,NOUN
rozsudna,ADJ
proletariska,ADJ
proletariski,ADJ
internacionalistka,NOUN
lětomaj,NOUN
předsydka,NOUN
kpd,PROPN
prawicarskeje,ADJ
prawicarski,ADJ
jednotki,NOUN
jednotka,NOUN
zamordowana,ADJ
zamordowany,ADJ
wuchodny,ADJ
přibrjóh,NOUN
andreho,PROPN
andre,PROPN
pradeša,PROPN
pradeš,PROPN
južna,ADJ
dožiwja,VERB
oktobrom,NOUN
decembrom,NOUN
sewjerozapadneho,ADJ
sewjerozapadny,ADJ
narysowa,VERB
narysować,VERB
pěskojte,ADJ
pěskojty,ADJ
dno,NOUN
smuhu,NOUN
smuha,NOUN
praji,VERB
prajić,VERB
njesměš,VERB
kruh,NOUN
prajo,VERB
kruhu,NOUN
dyrbiš,VERB
přestupić,VERB
přińdźe,VERB
wichor,NOUN
zhubi,VERB
mróz,NOUN
wučerpałoj,VERB
wučerpać,VERB
njepohnu,VERB
pohnuć,VERB
njewědźeše,VERB
pěsku,NOUN
pěsk,NOUN
zarysowana,ADJ
zarysowany,ADJ
sardiniskeje,PROPN
sardiniska,PROPN
francoskeje,PROPN
italskeje,PROPN
italska,PROPN
maksimalnu,ADJ
maksimalny,ADJ
100x200px,X
pisa,VERB
skalěrowane,ADJ
skalěrowany,ADJ
praworóžk,NOUN
šěrokosću,NOUN
wysokosću,NOUN
zachowuja,VERB
zachowywać,VERB
x200px,X
politiska,ADJ
posaarska,PROPN
tehdy,ADV
saarbeckengebiet,PROPN
lětu,NOUN
versailloweho,ADJ
versaillowy,ADJ
zrěčenja,NOUN
zrěčenje,NOUN
tworjena,ADJ
tworjeny,ADJ
pjatnaće,NUM
ludowemu,ADJ
zwjazkej,NOUN
podstajena,ADJ
podstajeny,ADJ
wróćiła,VERB
wróćić,VERB
němskeho,ADJ
swětowej,ADJ
wójnje,NOUN
protektorat,NOUN
zwjazkowu,ADJ
republiku,NOUN
přistupiła,VERB
přistupić,VERB
aktualnej,ADJ
eukaryotow,NOUN
eukaryot,NOUN
zastupjerje,NOUN
zelenych,ADJ
čerwjenych,ADJ
ličene,ADJ
ličeny,ADJ
plantae,X
wotpowěduja,VERB
embryofytam,NOUN
embryofyt,NOUN
wopřijmju,ADV
kralej,NOUN
nasir,PROPN
apli,PROPN
šulmanu,PROPN
ašared,PROPN
rozšěrištaj,VERB
poražkach,NOUN
poražka,NOUN
nutřkownych,ADJ
nutřkowny,ADJ
wadźeńcach,NOUN
wadźeńca,NOUN
apil,PROPN
ešarrje,PROPN
poradźiło,VERB
fenicisku,PROPN
feniciska,PROPN
palestinu,PROPN
palestina,PROPN
dobywanska,ADJ
žadosć,NOUN
wjeršk,NOUN
dobywanju,NOUN
ahhe,PROPN
iddina,PROPN
iddin,PROPN
bani,PROPN
nazhonity,ADJ
politikar,NOUN
wobčitany,ADJ
substantiwy,NOUN
genusy,NOUN
šěsć,NUM
wotwisuja,VERB
numerusa,NOUN
gramatiskeho,ADJ
gramatiski,ADJ
čisła,NOUN
čisło,NOUN
klasy,NOUN
klasa,NOUN
deklinacije,NOUN
deklinacija,NOUN
zemskeje,ADJ
zemski,ADJ
atmosfery,NOUN
silikatow,NOUN
kamjenjach,NOUN
kamjeń,NOUN
njewotwisnych,ADJ
narodow,NOUN
připóznatych,ADJ
fidel,PROPN
castro,PROPN
płone,ADJ
symjenja,NOUN
sedźa,VERB
sedźeć,VERB
łušćinach,NOUN
łušćina,NOUN
tačelojte,ADJ
tačelojty,ADJ
zelenojće,ADJ
zelenojći,ADJ
brune,ADJ
bruny,ADJ
čorne,ADJ
čorny,ADJ
čerwjenojte,ADJ
čerwjenojty,ADJ
přinjesu,VERB
wuhlowych,ADJ
wuhlowy,ADJ
hydratach,NOUN
hydrat,NOUN
salzburg,PROPN
salzach,PROPN
awstriskej,PROPN
awstriska,PROPN
alpow,PROPN
alpy,PROPN
bliske,ADJ
europske,ADJ
ljubljana,PROPN
wien,PROPN
pozdźiše,ADJ
wopřijeće,NOUN
wina,NOUN
germanow,PROPN
słowjanow,PROPN
słowjan,PROPN
ruske,ADJ
vinó,X
baltow,PROPN
balt,PROPN
vynas,X
letiskej,PROPN
letiska,PROPN
vins,X
znatej,ADJ
horjeka,ADV
naspomnjenej,ADJ
naspomnjeny,ADJ
definiciji,NOUN
zapado,ADJ
serwjernogermanšćinje,NOUN
serwjernogermanšćina,NOUN
rozšerjeny,ADJ
přezwuk,NOUN
maus,X
mäuse,X
mäuslein,X
fahren,X
fährt,X
j,X
sćěhowacej,ADJ
złóžce,NOUN
złóžka,NOUN
zawinowany,ADJ
młódši,ADJ
młody,ADJ
zjaw,NOUN
čehoždla,ADV
ani,CCONJ
rjadach,NOUN
ablawtowym,ADJ
fenomenam,NOUN
njeliči,VERB
wonej,PRON
idealnje,ADV
wudospołnjatej,ADJ
wudospołnjaty,ADJ
encyklopediske,ADJ
encyklopediski,ADJ
artikle,NOUN
artikl,NOUN
někajkej,DET
wosobje,NOUN
něšto,PRON
boku,NOUN
njenamakaš,VERB
informaciju,NOUN
informacija,NOUN
gramatice,NOUN
gramatika,NOUN
ortografiji,NOUN
ortografija,NOUN
wothladajo,VERB
nadźijomnje,ADV
korektnje,ADV
piše,VERB
tajkich,DET
prawdźepodobnje,ADV
wěcownu,ADJ
wěcowny,ADJ
pyta,VERB
pytać,VERB
gramatisku,ADJ
wotkazuje,VERB
idealnym,ADJ
padźe,NOUN
kóždym,DET
artiklu,NOUN
wikisłowniku,NOUN
njeznate,ADJ
zhonił,VERB
zhonić,VERB
připućowachu,VERB
připućować,VERB
sewjera,NOUN
južneho,ADJ
lijeńcy,NOUN
lijeńca,NOUN
powěda,VERB
powědać,VERB
dokumentuje,VERB
dokumentować,VERB
pućowanja,NOUN
mjenowanje,NOUN
semitiskich,ADJ
semitiski,ADJ
mjenuja,VERB
dobu,NOUN
zažnodynastisku,ADJ
zažnodynastiski,ADJ
periodu,NOUN
pisomne,ADJ
pisomny,ADJ
dopokazy,NOUN
spisane,ADJ
spisany,ADJ
rěčespytnicy,NOUN
rěčespytnik,NOUN
móhła,VERB
mongolšćinu,NOUN
mongolšćina,NOUN
finšćinu,NOUN
finšćina,NOUN
madźaršćinu,NOUN
madźaršćina,NOUN
turkowšćinu,NOUN
turkowšćina,NOUN
wotwodźeja,VERB
wotwodźeć,VERB
měnjo,VERB
korjenja,NOUN
neolitikumje,NOUN
neolitikum,NOUN
mórskej,ADJ
hładźinu,NOUN
hładźina,NOUN
njeda,VERB
chibazo,SCONJ
eroziju,NOUN
erozija,NOUN
sćěwku,NOUN
sćěwka,NOUN
rólniskeho,ADJ
rólniski,ADJ
přepasenja,NOUN
přepasenje,NOUN
taurusu,PROPN
zagrosu,PROPN
sylnemu,ADJ
nanjesenju,NOUN
nanjesenje,NOUN
někajkeho,DET
internetom,NOUN
zwjazać,VERB
stopjenja,NOUN
ekonomiskeho,ADJ
wuwića,NOUN
ćahanja,NOUN
ćahanje,NOUN
wobsydla,VERB
krajinu,NOUN
baltiskim,ADJ
morjom,NOUN
srjedźnymi,ADJ
horinami,NOUN
rěkami,NOUN
bobrom,PROPN
bobr,PROPN
kwisu,PROPN
kwisa,PROPN
surbi,PROPN
chronice,NOUN
fredegara,PROPN
fredegar,PROPN
króć,NOUN
pisomnje,ADV
heinrich,PROPN
podćisnje,VERB
podćisnyć,VERB
kmjenaj,NOUN
łužičanow,PROPN
łužičan,PROPN
milčanow,PROPN
milčan,PROPN
markhrabja,NOUN
gero,PROPN
hosćinje,NOUN
hosćina,NOUN
třiceći,NUM
połobskosłowjanskich,ADJ
zabić,VERB
zběhnje,VERB
budyskim,ADJ
budyski,ADJ
bolesławom,PROPN
bolesław,PROPN
chrobrym,PROPN
chrobry,PROPN
kejžorom,NOUN
kejžor,NOUN
heinrichom,PROPN
teritorijej,NOUN
pólskemu,ADJ
wjerchej,NOUN
leno,NOUN
přidźělitej,VERB
přidźělić,VERB
konstrukt,NOUN
wopřijmje,VERB
wopřijeć,VERB
słušacy,ADJ
staćanstwje,NOUN
staćanstwo,NOUN
realne,ADJ
realny,ADJ
wukonjenje,NOUN
statnu,ADJ
monarchistiske,ADJ
monarchistiski,ADJ
autokratiske,ADJ
autokratiski,ADJ
demokratiske,ADJ
